url,idvscore,reviewer,dateP
https://www.metacritic.com/movie/road-to-nowhere,60, 'Elizabeth Weitzman'," 'Jun 10, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,60, 'David Fear'," 'Jun 7, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,50, 'Roger Ebert'," 'Aug 3, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,50, None," 'Jul 21, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,50, 'Lou Lumenick'," 'Jun 10, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,50, 'Natasha Senjanovic'," 'Apr 26, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,40, 'Nick Pinkerton'," 'Jun 7, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,40, None," 'Apr 26, 2011'"
https://www.metacritic.com/movie/road-to-nowhere,30, 'Anthony Lane'," 'Jun 6, 2011'"
https://www.metacritic.com/movie/dumbstruck,70, 'Sheri Linden'," 'Apr 12, 2011'"
https://www.metacritic.com/movie/dumbstruck,60, 'Mark Keizer'," 'Apr 26, 2011'"
https://www.metacritic.com/movie/dumbstruck,58, None," 'Apr 21, 2011'"
https://www.metacritic.com/movie/dumbstruck,50, 'Amy Biancolli'," 'Jun 2, 2011'"
https://www.metacritic.com/movie/dumbstruck,50, 'V.A. Musetto'," 'Apr 22, 2011'"
https://www.metacritic.com/movie/dumbstruck,50, 'Jeannette Catsoulis'," 'Apr 21, 2011'"
https://www.metacritic.com/movie/dumbstruck,50, None," 'Apr 19, 2011'"
https://www.metacritic.com/movie/dumbstruck,50, None," 'Apr 12, 2011'"
https://www.metacritic.com/movie/dumbstruck,40, 'Joe Neumaier'," 'Apr 22, 2011'"
https://www.metacritic.com/movie/dumbstruck,40, 'S. James Snyder'," 'Apr 19, 2011'"
https://www.metacritic.com/movie/bad-teacher,85, 'Stephanie Zacharek'," 'Jun 23, 2011'"
https://www.metacritic.com/movie/bad-teacher,80, None," 'Jun 18, 2011'"
https://www.metacritic.com/movie/bad-teacher,75, 'Mike Scott'," 'Jun 24, 2011'"
https://www.metacritic.com/movie/bad-teacher,75, 'Joe Williams'," 'Jun 23, 2011'"
https://www.metacritic.com/movie/bad-teacher,75, 'Nathan Rabin'," 'Jun 23, 2011'"
https://www.metacritic.com/movie/bad-teacher,70, 'J.R. Jones'," 'Jun 26, 2011'"
https://www.metacritic.com/movie/bad-teacher,67, 'Peter Rainer'," 'Jun 24, 2011'"
